Brand,Model,Variant,Usable_Battery_kWh,AC_Max_kW,DC_Max_kW,DC_Charging_Curve,DC_Curve_Is_Default,DC_Ports,AC_Ports
BMW,i5,xDrive40 Sedan (81.2 kWh usable),81.2,11.0,206.0,"[{""percentage"":0,""power"":195.7},{""percentage"":75,""power"":206},{""percentage"":100,""power"":11}]",True,ccs,type2
BMW,i5 xDrive40 Touring,81.2 kWh usable,81.2,136.0,206.0,"[{""percentage"":0,""power"":206},{""percentage"":50,""power"":206},{""percentage"":80,""power"":103},{""percentage"":100,""power"":41.2}]",False,ccs,type2
BMW,i7,M70 xDrive (101.7 kWh usable),101.7,11.0,200.0,"[{""percentage"":0,""power"":200},{""percentage"":50,""power"":200},{""percentage"":80,""power"":120},{""percentage"":100,""power"":60}]",False,ccs,type2
BMW,i7,eDrive50 (101.7 kWh usable),101.7,11.0,200.0,"[{""percentage"":0,""power"":200},{""percentage"":50,""power"":200},{""percentage"":80,""power"":120},{""percentage"":100,""power"":60}]",False,ccs,type2
BMW,i7,xDrive60 (101.7 kWh usable),101.7,11.0,195.0,"[{""percentage"":0,""power"":185.3},{""percentage"":75,""power"":195},{""percentage"":100,""power"":11}]",True,ccs,type2
BMW,iX,xDrive 40 (71 kWh usable),71.0,11.0,148.0,"[{""percentage"":0,""power"":140.6},{""percentage"":50,""power"":148},{""percentage"":80,""power"":74},{""percentage"":100,""power"":29.6}]",True,ccs,type2
BMW,iX,M60 (105.2 kWh usable),105.2,22.0,195.0,"[{""percentage"":0,""power"":185.25},{""percentage"":50,""power"":195},{""percentage"":80,""power"":97.5},{""percentage"":100,""power"":39}]",True,ccs,type2
BMW,iX,xDrive 50 (105.2 kWh usable),105.2,11.0,195.0,"[{""percentage"":0,""power"":185.25},{""percentage"":50,""power"":195},{""percentage"":80,""power"":97.5},{""percentage"":100,""power"":39}]",True,ccs,type2
BMW,iX M70 xDrive,108.9 kWh usable,108.9,11.0,195.0,"[{""percentage"":0,""power"":195},{""percentage"":50,""power"":195},{""percentage"":80,""power"":117},{""percentage"":100,""power"":58.5}]",False,ccs,type2
BMW,iX xDrive45,94.8 kWh usable,94.8,11.0,175.0,"[{""percentage"":0,""power"":175},{""percentage"":50,""power"":175},{""percentage"":80,""power"":87.5},{""percentage"":100,""power"":35}]",False,ccs,type2
BMW,iX xDrive60,109.1 kWh usable,109.1,11.0,195.0,"[{""percentage"":0,""power"":195},{""percentage"":50,""power"":195},{""percentage"":80,""power"":117},{""percentage"":100,""power"":58.5}]",False,ccs,type2
BMW,iX1,xDrive30 (64.7 kWh usable),64.7,11.0,130.0,"[{""percentage"":0,""power"":123.5},{""percentage"":75,""power"":130},{""percentage"":100,""power"":11}]",True,ccs,type2
BMW,iX1 eDrive20,64.7 kWh usable,64.7,11.0,128.0,"[{""percentage"":0,""power"":128},{""percentage"":50,""power"":128},{""percentage"":80,""power"":76.8},{""percentage"":100,""power"":38.4}]",False,ccs,type2
BMW,iX2 eDrive20,64.7 kWh usable,64.7,11.0,128.0,"[{""percentage"":0,""power"":128},{""percentage"":50,""power"":128},{""percentage"":80,""power"":76.8},{""percentage"":100,""power"":38.4}]",False,ccs,type2
BMW,iX2 xDrive30,64.7 kWh usable,64.7,11.0,128.0,"[{""percentage"":0,""power"":128},{""percentage"":50,""power"":128},{""percentage"":80,""power"":76.8},{""percentage"":100,""power"":38.4}]",False,ccs,type2
BMW,iX3,286 ch (73.8 kWh usable),73.8,11.0,150.0,"[{""percentage"":0,""power"":142.5},{""percentage"":75,""power"":150},{""percentage"":100,""power"":11}]",True,ccs,type2
BMW,iX3,74 kWh usable,74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":30,""power"":74},{""percentage"":60,""power"":51.8},{""percentage"":80,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
BMW,m50,80.7 kWh usable,80.7,11.0,80.7,"[{""percentage"":0,""power"":80.7},{""percentage"":20,""power"":80.7},{""percentage"":40,""power"":65},{""percentage"":60,""power"":48},{""percentage"":80,""power"":32},{""percentage"":100,""power"":11}]",True,ccs,type2
BMW,m60,105.2 kWh usable,105.2,11.0,105.2,"[{""percentage"":0,""power"":105.2},{""percentage"":20,""power"":105.2},{""percentage"":40,""power"":84},{""percentage"":60,""power"":63},{""percentage"":80,""power"":42},{""percentage"":100,""power"":11}]",True,ccs,type2
BMW,m60 xdrive sedan,81.2 kWh usable,81.2,11.0,81.2,"[{""percentage"":0,""power"":81.2},{""percentage"":30,""power"":81.2},{""percentage"":60,""power"":56.84},{""percentage"":80,""power"":32.48},{""percentage"":100,""power"":11}]",False,ccs,type2
BMW,m70 xdrive,101.7 kWh usable,101.7,22.0,101.7,"[{""percentage"":0,""power"":101.7},{""percentage"":30,""power"":101.7},{""percentage"":60,""power"":71.19},{""percentage"":80,""power"":40.68},{""percentage"":100,""power"":22}]",False,ccs,type2
BMW,xdrive30,64.7 kWh usable,64.7,11.0,64.7,"[{""percentage"":0,""power"":64.7},{""percentage"":30,""power"":64.7},{""percentage"":60,""power"":45.29},{""percentage"":80,""power"":25.88},{""percentage"":100,""power"":11}]",False,ccs,type2
BMW,xdrive40,71 kWh usable,71.0,11.0,71.0,"[{""percentage"":0,""power"":71},{""percentage"":20,""power"":71},{""percentage"":40,""power"":57},{""percentage"":60,""power"":43},{""percentage"":80,""power"":28},{""percentage"":100,""power"":11}]",True,ccs,type2
BMW,xdrive40 sedan,81.2 kWh usable,81.2,11.0,81.2,"[{""percentage"":0,""power"":81.2},{""percentage"":30,""power"":81.2},{""percentage"":60,""power"":56.84},{""percentage"":80,""power"":32.48},{""percentage"":100,""power"":11}]",False,ccs,type2
BMW,xdrive50,105.2 kWh usable,105.2,11.0,105.2,"[{""percentage"":0,""power"":105.2},{""percentage"":20,""power"":105.2},{""percentage"":40,""power"":84},{""percentage"":60,""power"":63},{""percentage"":80,""power"":42},{""percentage"":100,""power"":11}]",True,ccs,type2
BMW,xdrive60,101.7 kWh usable,101.7,11.0,101.7,"[{""percentage"":0,""power"":101.7},{""percentage"":30,""power"":101.7},{""percentage"":60,""power"":71.19},{""percentage"":80,""power"":40.68},{""percentage"":100,""power"":11}]",False,ccs,type2
BYD,3,60.5 kWh usable,60.5,11.0,60.5,"[{""percentage"":0,""power"":60.5},{""percentage"":30,""power"":60.5},{""percentage"":60,""power"":42.35},{""percentage"":80,""power"":24.2},{""percentage"":100,""power"":11}]",False,ccs,type2
BYD,44.,9kwh active (44.9 kWh usable),44.9,7.4,44.9,"[{""percentage"":0,""power"":44.9},{""percentage"":50,""power"":44.9},{""percentage"":80,""power"":26.94},{""percentage"":100,""power"":7.4}]",False,ccs,type2
BYD,44.,9kwh boost (44.9 kWh usable),44.9,7.4,44.9,"[{""percentage"":0,""power"":44.9},{""percentage"":50,""power"":44.9},{""percentage"":80,""power"":26.94},{""percentage"":100,""power"":7.4}]",False,ccs,type2
BYD,60.,4kwh (60.5 kWh usable),60.5,11.0,60.5,"[{""percentage"":0,""power"":60.5},{""percentage"":30,""power"":60.5},{""percentage"":60,""power"":42.35},{""percentage"":80,""power"":24.2},{""percentage"":100,""power"":11}]",False,ccs,type2
BYD,82.,5kwh awd excellence (82.5 kWh usable),82.5,11.0,82.5,"[{""percentage"":0,""power"":82.5},{""percentage"":40,""power"":82.5},{""percentage"":70,""power"":66},{""percentage"":90,""power"":33},{""percentage"":100,""power"":11}]",False,ccs,type2
BYD,82.,5kwh rwd design (82.5 kWh usable),82.5,11.0,82.5,"[{""percentage"":0,""power"":82.5},{""percentage"":40,""power"":82.5},{""percentage"":70,""power"":66},{""percentage"":90,""power"":33},{""percentage"":100,""power"":11}]",False,ccs,type2
BYD,ATTO 3,60.5 kWh usable,60.5,11.0,89.0,"[{""percentage"":0,""power"":89},{""percentage"":50,""power"":89},{""percentage"":80,""power"":53.4},{""percentage"":100,""power"":26.7}]",False,ccs,type2
BYD,DOLPHIN,44.9 kWh Active (44.9 kWh usable),44.9,11.0,60.0,"[{""percentage"":0,""power"":60},{""percentage"":50,""power"":60},{""percentage"":80,""power"":36},{""percentage"":100,""power"":18}]",False,ccs,type2
BYD,DOLPHIN,44.9 kWh Boost (44.9 kWh usable),44.9,11.0,60.0,"[{""percentage"":0,""power"":60},{""percentage"":50,""power"":60},{""percentage"":80,""power"":36},{""percentage"":100,""power"":18}]",False,ccs,type2
BYD,DOLPHIN,60.4 kWh (60.5 kWh usable),60.5,11.0,88.0,"[{""percentage"":0,""power"":88},{""percentage"":50,""power"":88},{""percentage"":80,""power"":52.8},{""percentage"":100,""power"":26.4}]",False,ccs,type2
BYD,Dolphin,Active (44.9 kWh usable),44.9,7.4,60.0,"[{""percentage"":0,""power"":57},{""percentage"":75,""power"":60},{""percentage"":100,""power"":7.4}]",True,ccs,type2
BYD,Dolphin,Boost (44.9 kWh usable),44.9,7.4,60.0,"[{""percentage"":0,""power"":57},{""percentage"":75,""power"":60},{""percentage"":100,""power"":7.4}]",True,ccs,type2
BYD,Dolphin,60.5 kWh (60.5 kWh usable),60.5,11.0,88.0,"[{""percentage"":0,""power"":83.6},{""percentage"":75,""power"":88},{""percentage"":100,""power"":11}]",True,ccs,type2
BYD,HAN,85.4 kWh usable,85.4,6.6,85.4,"[{""percentage"":0,""power"":85.4},{""percentage"":20,""power"":85.4},{""percentage"":40,""power"":68},{""percentage"":60,""power"":51},{""percentage"":80,""power"":34},{""percentage"":100,""power"":11}]",True,ccs,type2
BYD,SEAL,61.4 kWh RWD Comfort (61.4 kWh usable),61.4,11.0,110.0,"[{""percentage"":0,""power"":110},{""percentage"":50,""power"":110},{""percentage"":80,""power"":55},{""percentage"":100,""power"":22}]",False,ccs,type2
BYD,SEAL,U 71.8 kWh Comfort (71.8 kWh usable),71.8,11.0,115.0,"[{""percentage"":0,""power"":115},{""percentage"":50,""power"":115},{""percentage"":80,""power"":57.5},{""percentage"":100,""power"":23}]",False,ccs,type2
BYD,SEAL,U 87 kWh Design (87 kWh usable),87.0,11.0,140.0,"[{""percentage"":0,""power"":140},{""percentage"":50,""power"":140},{""percentage"":80,""power"":70},{""percentage"":100,""power"":28}]",False,ccs,type2
BYD,SEAL U 87 kWh Design,87kwh design (87 kWh usable),87.0,11.0,87.0,"[{""percentage"":0,""power"":87},{""percentage"":30,""power"":87},{""percentage"":60,""power"":60.9},{""percentage"":80,""power"":34.8},{""percentage"":100,""power"":11}]",False,ccs,type2
BYD,Seal,82.5 kWh AWD Excellence (82.5 kWh usable),82.5,11.0,150.0,"[{""percentage"":0,""power"":142.5},{""percentage"":75,""power"":150},{""percentage"":100,""power"":11}]",True,ccs,type2
BYD,Seal,82.5 kWh RWD Design (82.5 kWh usable),82.5,11.0,150.0,"[{""percentage"":0,""power"":142.5},{""percentage"":75,""power"":150},{""percentage"":100,""power"":11}]",True,ccs,type2
BYD,TANG,86.4 kWh usable,86.4,7.4,86.4,"[{""percentage"":0,""power"":86.4},{""percentage"":40,""power"":86.4},{""percentage"":70,""power"":69.12},{""percentage"":90,""power"":34.56},{""percentage"":100,""power"":7.4}]",False,ccs,type2
BYD,flagship,108.8 kWh usable,108.8,11.0,108.8,"[{""percentage"":0,""power"":108.8},{""percentage"":40,""power"":108.8},{""percentage"":70,""power"":87.04},{""percentage"":90,""power"":43.52},{""percentage"":100,""power"":11}]",False,ccs,type2
BYD,u 71.,8kwh comfort (71.8 kWh usable),71.8,11.0,71.8,"[{""percentage"":0,""power"":71.8},{""percentage"":30,""power"":71.8},{""percentage"":60,""power"":50.26},{""percentage"":80,""power"":28.72},{""percentage"":100,""power"":11}]",False,ccs,type2
CUPRA,150kw-,58kwh (58 kWh usable),58.0,11.0,58.0,"[{""percentage"":0,""power"":58},{""percentage"":50,""power"":58},{""percentage"":80,""power"":34.8},{""percentage"":100,""power"":11}]",False,ccs,type2
CUPRA,170kw-,58kwh (58 kWh usable),58.0,11.0,58.0,"[{""percentage"":0,""power"":58},{""percentage"":50,""power"":58},{""percentage"":80,""power"":34.8},{""percentage"":100,""power"":11}]",False,ccs,type2
CUPRA,170kw-,77kwh (77 kWh usable),77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
CUPRA,Born,110 kW - 55 kWh (45 kWh usable),45.0,7.2,100.0,"[{""percentage"":0,""power"":95},{""percentage"":75,""power"":100},{""percentage"":100,""power"":7.2}]",True,ccs,type2
CUPRA,Born,150 kW - 62 kWh (58 kWh usable),58.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":100},{""percentage"":70,""power"":50},{""percentage"":80,""power"":50},{""percentage"":100,""power"":25}]",False,ccs,type2
CUPRA,Born,170 kW - 62 kWh (58 kWh usable),58.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":100},{""percentage"":70,""power"":50},{""percentage"":80,""power"":50},{""percentage"":100,""power"":25}]",False,ccs,type2
CUPRA,Born,170 kW - 82 kWh (77 kWh usable),77.0,11.0,125.0,"[{""percentage"":0,""power"":125},{""percentage"":35,""power"":125},{""percentage"":70,""power"":65},{""percentage"":80,""power"":65},{""percentage"":100,""power"":25}]",False,ccs,type2
CUPRA,Born 150 kW - 58 kWh,58 kWh usable,58.0,11.0,124.0,"[{""percentage"":0,""power"":124},{""percentage"":50,""power"":124},{""percentage"":80,""power"":62},{""percentage"":100,""power"":24.8}]",False,ccs,type2
CUPRA,Born 170 kW - 58 kWh,58 kWh usable,58.0,11.0,124.0,"[{""percentage"":0,""power"":124},{""percentage"":50,""power"":124},{""percentage"":80,""power"":62},{""percentage"":100,""power"":24.8}]",False,ccs,type2
CUPRA,Born 170 kW - 59 kWh,59 kWh usable,59.0,11.0,165.0,"[{""percentage"":0,""power"":165},{""percentage"":50,""power"":165},{""percentage"":80,""power"":82.5},{""percentage"":100,""power"":33}]",False,ccs,type2
CUPRA,Born 170 kW - 77 kWh,77 kWh usable,77.0,11.0,175.0,"[{""percentage"":0,""power"":175},{""percentage"":50,""power"":175},{""percentage"":80,""power"":105},{""percentage"":100,""power"":52.5}]",False,ccs,type2
CUPRA,Born VZ,79 kWh usable,79.0,11.0,185.0,"[{""percentage"":0,""power"":185},{""percentage"":50,""power"":185},{""percentage"":80,""power"":111},{""percentage"":100,""power"":55.5}]",False,ccs,type2
CUPRA,Tavascan,Endurance (77 kWh usable),77.0,11.0,135.0,"[{""percentage"":0,""power"":128.3},{""percentage"":75,""power"":135},{""percentage"":100,""power"":11}]",True,ccs,type2
CUPRA,Tavascan,VZ (77 kWh usable),77.0,11.0,175.0,"[{""percentage"":0,""power"":166.3},{""percentage"":75,""power"":175},{""percentage"":100,""power"":11}]",True,ccs,type2
CUPRA,Tavascan VZ,77 kWh usable,77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
CUPRA,endurance,77 kWh usable,77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Cadillac,Lyriq 600 E4,102 kWh usable,102.0,11.0,190.0,"[{""percentage"":0,""power"":190},{""percentage"":50,""power"":190},{""percentage"":80,""power"":114},{""percentage"":100,""power"":57}]",False,ccs,type2
Carver,S+,7.1 kWh usable,7.1,2.3,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,
Chevrolet,Bolt,60 kWh (58 kWh usable),58.0,7.2,55.0,"[{""percentage"":0,""power"":55},{""percentage"":56,""power"":38},{""percentage"":68,""power"":24},{""percentage"":85,""power"":16},{""percentage"":100,""power"":7}]",False,ccs,"type1,type2"
Chevrolet,Bolt,66 kWh (66 kWh usable),66.0,7.2,55.0,"[{""percentage"":0,""power"":55},{""percentage"":56,""power"":38},{""percentage"":68,""power"":24},{""percentage"":85,""power"":16},{""percentage"":100,""power"":7}]",False,ccs,type1
Chevrolet,Spark EV,19 kWh (19 kWh usable),19.0,3.3,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":3.3}]",True,ccs,type1
Chevrolet,Spark EV,21 kWh (21.3 kWh usable),21.3,3.3,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":3.3}]",True,ccs,type1
Citroën,54kwh,50.8 kWh usable,50.8,11.0,50.8,"[{""percentage"":0,""power"":50.8},{""percentage"":50,""power"":50.8},{""percentage"":80,""power"":30.48},{""percentage"":100,""power"":11}]",False,ccs,type2
Citroën,C-Zero,14.5 kWh usable,14.5,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Citroën,E-Berlingo,Multispace (20.5 kWh usable),20.5,20.5,20.5,"[{""percentage"":0,""power"":20.5},{""percentage"":70,""power"":20.5},{""percentage"":80,""power"":14.35},{""percentage"":100,""power"":20.5}]",False,ccs,type2
Citroën,E-Berlingo Multispace,20.5 kWh usable,20.5,11.0,40.0,"[{""percentage"":0,""power"":40},{""percentage"":50,""power"":40},{""percentage"":80,""power"":24},{""percentage"":100,""power"":12}]",False,chademo,type2
Citroën,combi m,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Citroën,combi m,75kwh (68 kWh usable),68.0,11.0,68.0,"[{""percentage"":0,""power"":68},{""percentage"":20,""power"":68},{""percentage"":40,""power"":54},{""percentage"":60,""power"":41},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",True,ccs,type2
Citroën,combi xl,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Citroën,combi xl,75kwh (68 kWh usable),68.0,11.0,68.0,"[{""percentage"":0,""power"":68},{""percentage"":20,""power"":68},{""percentage"":40,""power"":54},{""percentage"":60,""power"":41},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",True,ccs,type2
Citroën,combi xs,50kwh (46.3 kWh usable),46.3,11.0,46.3,"[{""percentage"":0,""power"":46.3},{""percentage"":20,""power"":46.3},{""percentage"":40,""power"":37},{""percentage"":60,""power"":28},{""percentage"":80,""power"":19},{""percentage"":100,""power"":11}]",True,ccs,type2
Citroën,e-Berlingo M 50 kWh,50 kWh usable,50.0,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Citroën,e-Berlingo XL 50 kWh,50 kWh usable,50.0,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Citroën,e-C3,44 kWh usable,44.0,7.4,44.0,"[{""percentage"":0,""power"":44},{""percentage"":50,""power"":44},{""percentage"":80,""power"":26.4},{""percentage"":100,""power"":7.4}]",False,ccs,type2
Citroën,e-C3 Aircross,44 kWh usable,44.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":50},{""percentage"":100,""power"":20}]",False,ccs,type2
